Hippocrates Challenge,Hippocrates Challenge 2014 is a course designed for anyone with an interest in medicine. The course focuses on teaching anatomy in an interactive way students will learn about diagnosis and treatment planning while...,The year is 2032. You are the doctor on a ship of 5000 when suddenly you encounter hostile forces. Now the sickbay is overflowing with the injured and dying. Your mission is to repair reconstruct and regenerate your wounded shipmates before time runs out. Welcome to the Hippocrates Challenge 2014 a course designed for anyone with an interest in medicine. When you take the challenge in this course you'll be offered the opportunity to gain a better understanding of the structure and function of the human body how tissues respond to injury and how stem cells and regenerative medicine can change the face of treatment of trauma. Using case-based studies and collaborative projects you will diagnose patients and then work in teams to repair and reconstruct their injuries. By the end of this course you will have had the chance to learn the principles of human physiology and anatomy surgical reconstruction and explore the innovative new field of regenerative medicine.  **Statement of Accomplishment** Subject to satisfactory performance and course completion you will receive a statement of accomplishment signed by the instructor. This statement will not stand in the place of a course taken at Stanford or an accredited institution. ,https://novoed.com/hc,https://www.youtube.com/embed/y8RgYbSuQgM?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-08-01,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/c4f5fd2efb200e71d09014970cf0b8c86e1e7013.png?1375831955,N/A,http://online.stanford.edu/courses,0,English,no,Stanford University,04-20-2014
Raising Startup Capital,In this online course you will learn what type of investment is best for your startup: venture capital angel capital grant funding friends-and-family funding or self-funding. You will learn from experienced...,If you want to raise funding for your startup you probably already know there is more to it than creating an impressive investment pitch deck. In this course instructors from the leading venture capital training program the Kauffman Fellows Program teach you how to manage the fundraising process--from identifying potential investors to making your investment pitch to driving a funding to closure. In addition to entrepreneurs who are raising funds or who anticipate raising funds in the near future this course is also for anyone who works with the venture community including lawyers accountants angel investors bankers policy makers regulators and educators. In this online course you will learn what type of investment is best for your startup: venture capital angel capital grant funding friends-and-family funding or self-funding. You will learn from experienced Silicon Valley entrepreneurs and investors specific strategies for approaching investors and techniques for managing the fundraising process for success. Our goal in this course is for you to become more efficient and effective in raising capital for your startup. This class focuses on venture capital fundraising in particular as it requires the most sophistication and planning. If you understand how to raise venture capital you are in good shape for raising capital from other sources. Through this course you will understand:  This class will be team-oriented and practice-based. Through videos and readings you’ll learn fundraising best practices. However much of the learning in this class will take place as you work with other students in virtual teams to apply these practices to case studies and real startups.      Course Syllabus                         Workload: 2 - 4 hours / week   Prerequisites: This is an introductory course and there are no prerequisites.   Technical Requirements: You need a computer that allows you to watch the video lectures and provides the ability to upload your assignments which will include text reports and images or video.   Statement of Accomplishment: Subject to satisfactory performance and course completion you will receive a statement of accomplishment signed by the instructor. This statement will not stand in the place of a course taken at Stanford or an accredited institution. ,https://novoed.com/startupcapital,https://www.youtube.com/embed/T3HsOWZ5wWU?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-06-16,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/c4f5fd2efb200e71d09014970cf0b8c86e1e7013.png?1375831955,N/A,https://novoed.com/,0,English,no,Kauffman Fellows Academy,04-20-2014
The Startup Pitch,This course is designed to improve your pitch and win funding faster. You will learn the four components of every pitch based on case studies of pitches that worked. You will gain strategies to pitch persuasively...,The Startup Pitch is the most complete reference source for pitch skills used in today’s startup world. You will learn the proven formula for a successful pitch based on case studies of pitches that worked. You will also gather insights on slide development and delivery. This course is designed to improve your pitch and win funding faster.  Pitching is a social activity and exercises allow you to put these strategies into action and receive feedback. This feedback will give you novel insights into your current thinking. Each week includes a short video lecture with light reading to learn these strategies. Web links to successful pitches will also be available so you can watch how it’s been done before.  After you finish this course you will have new skills to pitch convincingly and show investment value. With a clear pitch strategy you may also experience a newfound competence and confidence in front of investors. Perfect for entrepreneurs serious in seeking funding. This course will improve your pitch so you win funding faster.  After this course you'll have the skills to:   ,https://novoed.com/startup-pitch,https://www.youtube.com/embed/nkbxngnkHII?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-04-20 ,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/9e1f94dd30f4249f2de4182d4ecea176734aa392.png?1376526368,N/A,https://novoed.com/,0,English,no,Kauffman Fellows Academy,04-20-2014
Mini MBA: Unlocking the Secrets of the Ivory Tower,This course reviews management literature and is designed for individuals and teams who want to utilize research in core business fields to become more effective managers. This course is designed for participants in...,This course reviews management literature and is designed for individuals and teams who want to utilize research in core business fields to become more effective managers. The material is catered to participants in organizations of all sizes including entrepreneurs managers in corporations and startups and policymakers. Our premise is that management is a discipline that can be learned from study and that a diverse set of academic research has practical and actionable implications for how to manage in a modern organization. The lecture material is based on our book Unlocking the Ivory Tower: How Management Research Can Transform Your Business.  Workload 6-8 hours per week.   Technical Requirements You need a computer that allows you to watch the video lectures and the ability to upload your assignments which will be reports and powerpoint/video presentations.   Statement of Accomplishment Subject to satisfactory performance and course completion you will receive a statement of accomplishment signed by the instructor. This statement will not stand in the place of a course taken at Stanford or an accredited institution.   Syllabus:   Week 1: Strategy   Strategy is the long-term direction and scope of an organization as that organization pursues advantage through its configuration of resources to meet the needs of markets and to fulfill stakeholder expectations (Johnson and Scholes 2006). Corporate strategy addresses which business a corporation will participate in and business strategy focuses on how a particular business competes within its industry.   Week 2: Entrepreneurship   Shane and Venkataraman (2000 p. 218) define the academic field of entrepreneurship as the “scholarly examination of how by whom and with what effects opportunities to create future goods and services are discovered evaluated and exploited.” Why do some people and not others discover and exploit the opportunities that are the heart of entrepreneurship?   Week 3: Leadership   Leadership is a process whereby an individual influences a group of individuals to achieve a common goal. We look at competing views of what leaders should do what they actually do how leaders establish organizational culture and what are the elements of constructive leadership.   Week 4: Organization and Processes   Organizational design is the alignment of structure process rewards metrics and talent with the strategy of the business. In this chapter we describe what has (and has not) been established to promote organizational effectiveness.   Week 5: International Business   All companies—even new companies in new industries—must consider the global environment in which they operate. Key international business literature addresses dimensions such as theories of multinational enterprises international political economy multinational management and culture. These dimensions provide managers with tools and concepts needed for growing beyond national borders.   Week 6: Innovation   Contexts for innovation vary based on location industry and country. We look here at how innovation diffuses or spreads and thus how current technology such as the web and social media might affect the adoption of innovative outputs. It is essential that managers understand the contexts for innovation at the firm industry and country levels in creating and managing innovation strategies.   Week 7: Finance   Finance is the study of how investors allocate their assets over time under conditions of certainty and uncertainty and typically examines the relationship between money time and risk.   Week 8: Other Topics ,https://novoed.com/minimba-2-2014,https://www.youtube.com/embed/788w1JzFpUQ?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-05-05,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/9e1f94dd30f4249f2de4182d4ecea176734aa392.png?1376526368,N/A,https://novoed.com/,0,English,no,Kauffman Fellows Academy,04-20-2014
Creativity: Music to My Ears,In this course Tina Seelig reveals a set of tools and conditions that we each control - our Innovation Engine - that allows us to increase our own creativity and that of our teams and organizations. She shows that...,With the power to cross borders and languages music serves as a compelling tool for unlocking creative potential. Creativity: Music to My Ears is a six week course designed to explore several factors that stimulate creativity in individuals teams and organizations. In each session we will focus on a different variable related to creativity such as reframing problems connecting and combining ideas and challenging assumptions. All of the projects in this experiential course will deal with some aspect of music including listening creating and sharing. No musical talent is required - just an interest in exploring the role that music plays in our lives. To deepen your understanding of music throughout the course we will include video clips from experts in the music industry including world-renowned Warner Music recording artists Stanford music scholars and industry executives who work to bring new and innovative musical expression to a global audience. The course includes weekly projects that will each take approximately 5 hours to complete. Each Wednesday a new challenge will be presented and the results are due the following Tuesday. The first two weeks there individual challenges followed by a two week team project and a final individual assignment. For the two-week team project you can select your own team members we can put you on a team or you can work by yourself. All assignments will be submitted on the course website and viewed by fellow class participants allowing you to see a breadth of solutions for each challenge and get feedback on your work. There will also be a course Twitter feed and Facebook page and several Google Hangouts that will enable active discussions on specific topics. As Plato is quoted as saying "Music gives a soul to the universe wings to the mind flight to the imagination and life to everything." Recommended textbook: inGenius: A Crash Course on Creativity by Tina Seelig.  Workload: Expect to spend between 1 - 5 hours a week on the course. Technical Requirements: You need a computer that allows you to watch the video lectures and the ability to upload your assignments which will be images videos slides and text. You will also be required to collaborate with teammates via email skype and other free online tools. Prerequisites: This is an introductory course designed for anyone anywhere in the world. There are no prerequisites. It would be helpful to have basic skills taking digital photos creating slide presentations and creating short videos for your homework submissions. Course Content: The course is designed to introduce you to a set of tools for generating new ideas individually and as part of a team including opportunity identification reframing problems connecting and combining ideas and challenging assumptions. We will also discuss team dynamics creative communication and cultures that support creative problem solving. Team Projects: There are several short team projects in the course. You can bring your own team or we will create one for you. Evaluation: Because this course focuses on creativity evaluation of the projects is necessarily subjective. Our goal is to make sure that you get thoughtful feedback on your submissions and to showcase the most creative solutions for each challenge. To do this the entire class will be involved in providing feedback on the assignments. The more projects you review the more feedback you receive on your project. Also you will be getting guidance and feedback on your evaluations in order to make sure they are as accurate and constructive as possible. The projects that are the most highly rated will be showcased on the course home page. Statement of Accomplishment: Subject to satisfactory performance and course completion you will receive a statement of accomplishment signed by the instructor. This statement will not stand in the place of a course taken at Stanford or an accredited institution. ,https://novoed.com/creativity-music,https://player.vimeo.com/video/85363884?player_id=85363884,2014-04-02,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/588a20d88b5f600500af3cc6658a8e16d176517c.png?1387435769,N/A,http://online.stanford.edu/courses,0,English,no,Stanford University,04-20-2014
Evaluación de Decisiones Estratégicas,Entre más irreversibles son las decisiones que un proyecto involucra mayor esfuerzo debe asignarse a la valorización de sus distintas alternativas. Este curso muestra como evaluar proyectos utilizando las...,Este curso muestra como evaluar proyectos utilizando las metodologías financieras tradicionales de flujos de caja descontados incorporando en las valorizaciones las consideraciones estratégicas y haciendo uso de toda la información disponible. Este curso gratuito de cinco semanas está orientado a todos los que hablan español que desean mejorar sus competencias en la toma de decisiones estratégicas en el panorama empresarial y establecer simultáneamente redes con hispano parlantes alrededor de todo el mundo. Los estudiantes desarrollarán un proyecto trabajando en equipo a distancia y habrá retroalimentación entre los diferentes grupos. Enseña como construir un flujo de caja y como calcular su valor actualizado neto (VAN) y otros indicadores de su rentabilidad. Cubre temas conceptuales como los costos y beneficios pertinentes. También aspectos prácticos como el tratamiento de la depreciación la estimación del capital de trabajo y la determinación del horizonte de evaluación y del valor residual. Y cubre asuntos más técnicos como el cálculo de la tasa con la que se deben descontar los flujos o costo del capital. Se explica como incorporar en la evaluación los aspectos estratégicos del proyecto. Enseña como valorizar su ventaja competitiva y como incorporar las fuerzas que atentan contra la sustentación de las rentabilidades en el tiempo: la imitación la sustitución y otras. Y explica como valorizar la flexibilidad inherente al proyecto de ampliarse si se reciben buenas noticias y de reducirse en caso contrario. El curso muestra también como hacer uso de la información disponible en la industria en los estados financieros y en los precios de mercado. Respecto a estos precios se explica por ejemplo el método de valorización por múltiplos. Este permite definir un rango para el valor del proyecto directamente a partir de información del mercado financiero de precios de acciones de empresas comparables cuando estas empresas existen. El curso resalta las mejores prácticas en la construcción de los flujos de cajas en la incorporación de la estrategia y en la recolección de la información. Por ejemplo a la hora de definir un proyecto se recomienda no combinar decisiones separables y no separar proyectos complementarios o competitivos. El curso hace amplio uso de casos para introducir las materias en forma realista y estimulante.  **Tareas individuales y grupales** Los alumnos deberán estudiar en línea los videos y lecturas de las 5 clases (una cada semana) y evaluar grupalmente un proyecto real propuesto por los mismos alumnos. Los grupos serán de 6 participantes. Tu puedes traer tu grupo al curso. Se espera que los alumnos le dediquen al curso aproximadamente 8 horas semanales por 5 semanas. **Evaluación** El curso utiliza el método de evaluación de pares. Además de realizar sus propias tareas lo participantes del curso deberán evaluar los trabajos realizados por los otros alumnos y entregar “feedback”. **Prerrequisitos** El curso está diseñado para cualquier persona en cualquier lugar del mundo que hable español. El curso no tiene prerrequisitos. Es útil tener la capacidad de hacer una presentación en powerpoint y tener algún conocimiento de matemática financiera. **Requerimientos técnicos** Necesitaras un computador con conexión a internet para ver los videos y leer las lecturas. Deberás trabajar a distancia con los otros miembros de tu grupo comunicándote a través de internet usando email y skype por ejemplo. **Reconocimiento de participación** Los alumnos que completen el curso con un resultado satisfactorio recibirán un certificado de la Pontificia Universidad Católica de Chile reconociendo su participación. ,https://novoed.com/decisiones-1-2014,https://www.youtube.com/embed/81ceQjqr17M?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-04-01,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/588a20d88b5f600500af3cc6658a8e16d176517c.png?1387435769,N/A,http://www.claseejecutiva.cl/,0,English,no,Profesor de la Pontificia Universidad Católica de Chile,04-20-2014
Constructive Classroom Conversations: Mastering Language for the Common Core State Standards (Secondary),The Common Core State Standards for English ELA and Mathematics emphasize improving the quality of student-to-student discourse as a major feature of instruction. The new standards specifically describe the...,The Common Core State Standards and Next Generation Science Standards emphasize improving the quality of student-to-student discourse as a major feature of instruction. The new standards specifically describe the importance of students understanding the reasoning of others and engaging in meaningful conversations using evidence for claims. Yet this type of student-to-student interaction tends to be rare in classrooms. Common classroom teaching activities such as whole class discussions jigsaws and think-pair-shares can have the appearance of constructive interactions but they often do not provide adequate opportunities for all students to engage in back-and-forth dialog. This short course looks closely at student-to-student conversations and addresses ways to improve students' abilities to engage in the types of interactions described in the new standards.      This course consists of four sessions with three weeks between each session in order to provide extra time for application and reflection. The learning in this course relies heavily on participant contributions and comments. The sessions and assignments are designed for participants who teach or have access to classrooms in which they can gather samples of students’ conversation during lessons. Finally we include resources and tasks for instructional coaches and others who support teachers and build school-wide capacity.      Please note that this is a slightly modified version of a previous course offered in Fall 2013. This course is targeted towards secondary school teachers.      We hope you will join us on this exciting journey.        Prerequisites   In order to participate in the course you will need to have access to a classroom in which you or the teacher you are observing are able to collect short samples of paired student talk two different times.   Frequently Asked Questions   Will I get a Statement of Accomplishment? This course may be taken for a free statement of accomplishment.   How much of the time commitment will this course be? Online work will take around 1 hour per week; assignments will take around 1 hour per week.   Any additional textbooks or software required? No.   Syllabus   Weeks 1-2: Constructive Conversations I   In these two weeks we dive into what high-quality talk between students can sound like in lessons that effectively teach the new standards. Specifically we focus on the features of “constructive interactions” during which students create clarify support and negotiate ideas as they talk about concepts and build understandings in a discipline.   Weeks 3-4: Teaching the Constructive Conversation Skills   These two weeks focus on instruction to support rich interaction introduced in Module 1. We analyze video clips that show teaching that fosters interaction skills described in the new standards. We look at activities that help students build interactions skills for staying focused on objectives building and negotiating ideas and clarifying ideas.   Weeks 5-6: Constructive Conversations II   These two weeks we will look more in depth at how to foster student interactions that build the learning of lesson objectives challenge thinking and push students to use more complex language of the Common Core standards.   Week 7: Collaboration Communication and Community   This will be a summative week when we will pull together everything we’ve covered in the course to create a product that communicates to other teachers the value of having a discourse focus for implementing the new standards. You will also consider next steps for applying and collaborating in this work during the year.    ,https://novoed.com/classroom-conversations-secondary,https://www.youtube.com/embed/K_vw7Ne-tGw?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-03-06,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/165f604ec29ec9ca03546499e00fce888002cee2.png?1388079347,N/A,http://online.stanford.edu/courses,0,English,no,Stanford University,04-20-2014
Constructive Classroom Conversations: Mastering Language for the Common Core State Standards (Elementary),The Common Core State Standards for English ELA and Mathematics emphasize improving the quality of student-to-student discourse as a major feature of instruction. The new standards specifically describe the...,The Common Core State Standards and Next Generation Science Standards emphasize improving the quality of student-to-student discourse as a major feature of instruction. The new standards specifically describe the importance of students understanding the reasoning of others and engaging in meaningful conversations using evidence for claims. Yet this type of student-to-student interaction tends to be rare in classrooms. Common classroom teaching activities such as whole class discussions jigsaws and think-pair-shares can have the appearance of constructive interactions but they often do not provide adequate opportunities for all students to engage in back-and-forth dialog. This short course looks closely at student-to-student conversations and addresses ways to improve students' abilities to engage in the types of interactions described in the new standards.      This course consists of four sessions with three weeks between each session in order to provide extra time for application and reflection. The learning in this course relies heavily on participant contributions and comments. The sessions and assignments are designed for participants who teach or have access to classrooms in which they can gather samples of students’ conversation during lessons. Finally we include resources and tasks for instructional coaches and others who support teachers and build school-wide capacity.      Please note that this is a slightly modified version of a previous course offered in Fall 2013. This course is targeted towards elementary school teachers.      We hope you will join us on this exciting journey.        Prerequisites   In order to participate in the course you will need to have access to a classroom in which you or the teacher you are observing are able to collect short samples of paired student talk two different times.   Frequently Asked Questions   Will I get a Statement of Accomplishment? This course may be taken for a free statement of accomplishment.   How much of the time commitment will this course be? Online work will take around 1 hour per week; assignments will take around 1 hour per week.   Any additional textbooks or software required? No.   Syllabus   Weeks 1-2: Constructive Conversations I   In these two weeks we dive into what high-quality talk between students can sound like in lessons that effectively teach the new standards. Specifically we focus on the features of “constructive interactions” during which students create clarify support and negotiate ideas as they talk about concepts and build understandings in a discipline.   Weeks 3-4: Teaching the Constructive Conversation Skills   These two weeks focus on instruction to support rich interaction introduced in Module 1. We analyze video clips that show teaching that fosters interaction skills described in the new standards. We look at activities that help students build interactions skills for staying focused on objectives building and negotiating ideas and clarifying ideas.   Weeks 5-6: Constructive Conversations II   These two weeks we will look more in depth at how to foster student interactions that build the learning of lesson objectives challenge thinking and push students to use more complex language of the Common Core standards.   Week 7: Collaboration Communication and Community   This will be a summative week when we will pull together everything we’ve covered in the course to create a product that communicates to other teachers the value of having a discourse focus for implementing the new standards. You will also consider next steps for applying and collaborating in this work during the year.    ,https://novoed.com/classroom-conversations-elementary,https://www.youtube.com/embed/K_vw7Ne-tGw?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-03-06,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/165f604ec29ec9ca03546499e00fce888002cee2.png?1388079347,N/A,http://online.stanford.edu/courses,0,English,no,Stanford University,04-20-2014
DQ 101: Introduction to Decision Quality,Decision Quality (DQ) is a practical and systematic approach that methodically breaks down barriers and improves the quality and speed of important decisions.In this five-week introductory course you’ll work in teams...,Uncertainty and endless debate can inhibit our ability to make good decisions. Many of us squander our best opportunities to create value through better decisions. What if we could judge the quality of our decisions at the time we make them rather than waiting for their outcome? What if we could turn uncertainty to our advantage? Decision Quality (DQ) is a practical and systematic approach that methodically breaks down barriers and improves the quality and timeliness of important decisions. Decision Quality has proven to be an invaluable business tool for some of the largest corporations in the world. Companies that have adopted DQ for all their major decisions like Chevron are significantly outperforming their peer group of companies. Now you can learn to make smarter decisions. In this five-week introductory course you’ll work in teams to learn the DQ approach which draws from the disciplines of business engineering psychology organizational behavior and decision science. Whether you’re an executive a manager an analyst or a small-business owner you’ll learn to improve your decision-making process generate better alternatives focus on relevant information without getting bogged down apply sound reasoning and take timely action more effectively and efficiently. By the end of this course you will be able to: In a recent offering of this course 88% of participants said it was relevant to their job and 90% said they would recommend it to a colleague! This course will focus on DQ as it is used in business but the principles of DQ apply to personal decisions as well.  Workload:   Expect to spend between 2-4 hours per week on the course over the five-week period.   Course Design:   This course is designed as a combination of short lectures and engaging team-based activities. While participants may work on their own for a richer educational experience we recommend joining a team. Course materials communications and assignments will be in English.      Course Content:   Week 1: The Power of Decisions in Shaping our Lives and Business Fortunes Week 2: Appropriate Frame; Creative and Doable Alternatives; Clear Values and Trade-offs Week 3: Relevant and Reliable Information Week 4: Sound Reasoning Week 5: Gaining Commitment to Action; Bringing it All Together         Technical Requirements:   You will need a computer that allows you to watch the video lectures and upload a variety of assignments including videos slides and text.      Statement of Accomplishment:   Subject to satisfactory performance and course completion you will receive a statement of accomplishment signed by the instructor. ,https://novoed.com/DQ101-3-2014,https://www.youtube.com/embed/e_xePAvt7lk?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-05-08,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/53b907d89acf4fc64d7c2bcfb6921cc0969f95e4.jpg?1389824564,N/A,https://novoed.com/,0,English,no,Strategic Decisions Group,04-20-2014
Technology Entrepreneurship Part 2,This is the second part of a course that introduces the fundamentals of technology entrepreneurship pioneered in Silicon Valley and now spreading across the world. You will learn the process technology entrepreneurs...,This is the second half of a course that introduces the fundamentals of technology entrepreneurship pioneered in Silicon Valley and now spreading across the world. Last time nearly 40000 students from around the world participated and worked in teams together. The top teams were matched with Silicon Valley mentors and the best teams at the end of the class pitched their ideas to investors. Many of the alumni of the last class are continuing to build their startups and will be mentoring teams this time. By the conclusion of the course it is our hope that you understand how to: - Articulate a process for taking a technology idea and finding a high-potential commercial opportunity (high performing students will be able to discuss the pros and cons of alternative theoretical models). - Create and verify a plan for gathering resources such as talent and capital. - Create and verify a business model for how to sell and market an entrepreneurial idea. - Generalize this process to an entrepreneurial mindset of turning problems into opportunities that can be used in larger companies and other settings.,https://novoed.com/venture2-2014-1,https://www.youtube.com/embed/Hj03Cnbvt8s?vq=auto&rel=0&showinfo=0&autohide=1&wmode=transparent&origin=https://novoed.com,2014-05-11,5,https://d2d6mu5qcvgbk5.cloudfront.net/courses/cover_photos/53b907d89acf4fc64d7c2bcfb6921cc0969f95e4.jpg?1389824564,N/A,http://online.stanford.edu/courses,0,English,no,Stanford University,04-20-2014
