1,CS169.1x: Engineering Software as a Service,CS169.1x teaches the fundamentals of software engineering using Agile techniques to develop Software as a Service using Ruby on Rails.,About this Course CS169.1x teaches the fundamentals for engineering long-lasting software using highly-productive Agile techniques to develop Software as a Service (SaaS) using Ruby on Rails. Students will understand the new challenges and opportunities of SaaS versus shrink-wrapped software. They will understand and apply fundamental programming techniques to the design development testing and public cloud deployment of a simple SaaS application. Students will use best-of-breed tools that support modern development techniques including behavior-driven design user stories test-driven development velocity and pair programming. Students will learn how modern programming language features like metaprogramming and reflection can improve productivity and code maintainability. Students will work on weekly coding projects and quizzes. Those who successfully complete the assignments and earn a passing grade can get an honor code certificate or verified certificate from BerkeleyX. The videos and homeworks used in this offering of the course were revised in October 2013. The new class also includes embedded live chat with Teaching Assistants and other students and opportunities for remote pair programming with other students. Group tutorial Q&A sessions will also be held and broadcast live through Google Hangouts and YouTube.,https://www.edx.org/course/uc-berkeleyx/uc-berkeleyx-cs169-1x-engineering-1377,http://www.youtube.com/watch?v=V36LpHqtcDY,2014-04-18,8,https://www.edx.org/sites/default/files/course/image/tile/cs169.1x_262x136_verified_0.jpg,N/A,https://edx.org/,0,English,yes, UC BerkeleyX,2014-04-17
2,Ay1001x: The Evolving Universe,A survey of the physical universe and its constituents including the formation function and evolution of stars galaxies black holes quasars and more.,About this Course This is an introductory astronomy survey class that covers our understanding of the physical universe and its major constituents including planetary systems stars galaxies black holes quasars larger structures and the universe as a whole. We will learn how modern astronomical observations and applications of physics we know from the planet Earth reveal the nature of these objects and explain their observed properties and tell us how they form and evolve. We will also examine various cosmic phenomena from variable or exploding stars to the expansion of the universe and the evidence for dark matter dark energy and the big bang. The universe as a whole and all of its major constituents are evolving and we now have a fairly complete and consistent picture of these processes that is based on the objective evidence from observations and the laws of physics. The goal of this class is both to learn about the fascinating objects and phenomena that populate the universe and to understand how we know all that.,https://www.edx.org/course/caltechx/caltechx-ay1001x-evolving-universe-1686,http://www.youtube.com/watch?v=WzliYGGSVlg,2014-04-22,1,https://www.edx.org/sites/default/files/course/image/tile/the-evolving-universe-262x136.jpg,N/A,https://edx.org/,0,English,yes, CaltechX,2014-04-17
3,edXDEMO101: edX Demo,A fun and interactive course designed to help you explore the edX learning experience. Perfect to take before you start your course.,About this Course This demonstration is specifically designed for new students to explore and to learn how to take an edX course. Inside the demo course you will find three example weeks and lessons containing the sorts of interactive tools found in many courses including: videos readings interactive questions laboratories a molecule editor an electronic circuit simulator an interactive periodic table a protein builder and a molecule structure tool. You’ll learn the many ways to answer questions with hints and grading techniques explained. We’ll even keep track of your “work” in the demo and show you how you scored in your own progress report. Have questions before taking the demo? Check our student FAQs.,https://www.edx.org/course/edx/edx-edxdemo101-edx-demo-1038,http://www.youtube.com/watch?v=1u_QKOrXyMM,0000-00-00,0,https://www.edx.org/sites/default/files/course/image/tile/edx_262x136.png,N/A,https://edx.org/,0,English,yes, edX,2014-04-17
4,CS50x: Introduction to Computer Science,An introduction to the intellectual enterprises of computer science and the art of programming.,About this Course CS50x is Harvard College's introduction to the intellectual enterprises of computer science and the art of programming for majors and non-majors alike with or without prior programming experience. An entry-level course taught by David J. Malan CS50x teaches students how to think algorithmically and solve problems efficiently. Topics include abstraction algorithms data structures encapsulation resource management security software engineering and web development. Languages include C PHP and JavaScript plus SQL CSS and HTML. Problem sets inspired by real-world domains of biology cryptography finance forensics and gaming. As of Fall 2013 the on-campus version of CS50x was Harvard's second-largest course. Students who earn a satisfactory score on 9 problem sets (i.e. programming assignments) and a final project will receive a certificate from HarvardX. This is a self-paced course - you may take CS50x on your schedule. WAYS TO TAKE THIS EDX COURSE FOR FREE: Simply Audit this Course Can't commit to all of the lectures assignments and tests? Audit this course and have complete access to all of the course material tests and the online discussion forum. You can decide what and how much you want to do. This option is free to all. Try for a Certificate Participate in all of the course's activities and abide by the edX Honor Code. If your work is satisfactory you'll receive a certificate to showcase your achievement. This option is free to all. WAYS TO TAKE THIS COURSE FOR A FEE: Earn a Verified Certificate of Achievement ($90 USD) Looking to test your mettle? Do you plan to use your completed coursework for job applications promotions or school applications? Then you may prefer to work towards an edX personalized Certificate of Achievement to document your accomplishment. It is a great way to document your accomplishment. Earn Harvard Credit ($2050 USD) Optionally you can enroll in the traditional semester-long course at Harvard Extension School. It's typically offered in the fall (Q3) and spring (Q1) terms. In the course you get full access to the teaching staff and human feedback on assignments. You have the option to enroll for undergraduate or graduate credit and will receive grades on a Harvard transcript. Learn more on the Harvard Extension School website.  ,https://www.edx.org/course/harvardx/harvardx-cs50x-introduction-computer-1022,http://www.youtube.com/watch?v=ZAldYMFUIac,0000-00-00,0,https://www.edx.org/sites/default/files/course/image/tile/cs50-verified-262x136.jpg,N/A,https://edx.org/,0,English,yes, HarvardX,2014-04-17
5,NGI101x: Next Generation Infrastructures - Part 1,Explore the complexity and challenges of infrastructure systems (Transport Energy IT/Telecom and Water) in the 21st century.,About this Course Imagine how your life would be without electricity to power the devices you use at home and in the office without reliable drinking water from the tap without cars trains and air traffic without your mobile phone and without internet access. In many parts of the world we take the availability of these services for granted. Without conscious reflection on the technological systems that bring these services to where we use them we are becoming increasingly dependent on a secure uninterrupted and affordable supply of energy water transport telecommunication and information services. They create the conditions for liveability and economic development. However today's infrastructure systems are in a process of drastic change as they are becoming more and more web-based transnational and privatized while new technologies are on their way. The outcome of these changes is difficult to predict. In this course we will explore the challenges of infrastructure design management and governance for the future. Some of the questions that will be addressed: What are the major changes and drivers when it comes to infrastructure development? What makes infrastructure networks vulnerable and how do we manage these risks in the future? How can their reliability and quality-of-service be improved? Will they become accessible for all global citizens always and everywhere? Will they remain affordable for future generations? Will they exhaust the natural environment? Will established infrastructure systems be disrupted by technological innovations? How about security and privacy? In this course you will learn to look at these challenges from a new combined engineering and social science perspective. We will explain for example how public values are expressed in infrastructure design and how regulation dictates technology choices. It is all about dealing with complexity in the design management and governance of infrastructure. If you are interested or involved in the functioning of today's and tomorrow's (next generation) infrastructures this course is an exceptional learning opportunity whether you are a student or a professional. You will be interacting with peers all over the world and we will highlight a large number of case studies. In the follow-up course starting in September 2014 you will have the opportunity to study a specific infrastructure in more detail and explore ways to improve its resilience security affordability and flexibility. What is the potential of so-called smart grids? How to design infrastructure for the smart cities of the future? The course is based on the results of an extensive and renowned international research programme titled 'Next Generation Infrastructures' (NGInfra). To celebrate this MOOC we will invite the two best performing students in this course to the International Symposium for Next Generation Infrastructure 29 Sept. – 2 Oct. 2014 in Vienna Austria – and cover their travel and accommodation costs.,https://www.edx.org/course/delftx/delftx-ngi101x-next-generation-1238,http://www.youtube.com/watch?v=pfg9Nz6f3wg,2014-04-23,0,https://www.edx.org/sites/default/files/course/image/tile/ngi101x_262x136.jpg,N/A,https://edx.org/,0,English,yes, DelftX,2014-04-17
6,TROPIC101x: Tropical Coastal Ecosystems,Take the challenge and understand problems and solutions to managing tropical coastal ecosystems.,About this Course Do you want to develop the skills and knowledge needed to help preserve tropical coastal ecosystems? These habitats provide goods and services for hundreds of millions of people but human activities have led to their global decline. TROPIC101x will introduce you to the incredible plants and animals that create these unique ecosystems. You will go on to explore the challenges these ecosystems are facing such as overfishing coastal pollution ocean warming and acidification. Lectures will be delivered by world-leading experts and you will have the opportunity to become a citizen scientist and take part in virtual ecology projects. Course content was specifically developed at the University of Queensland’s research station on Heron island. Join us on an exciting journey as you develop new knowledge and skills during this innovative and engaging course!,https://www.edx.org/course/uqx/uqx-tropic101x-tropical-coastal-1442,http://www.youtube.com/watch?v=OHZ4YLadaZM,2014-04-28,7,https://www.edx.org/sites/default/files/course/image/tile/tropic-101-262x136.jpg,N/A,https://edx.org/,0,English,yes, UQx,2014-04-17
7,ANU-INDIA1x: Engaging India,A course that examines some of the factors that have shaped India and what makes India the country it is today. |  इस पाठ्यक्रम में हम कुछ चुने हुए तत्त्वों का विश्लेशण करते हैं जिनसे भारत का विकास प्रभावित हुआ है। इसके साथ हम आधुनिक भारत के वास्तविक रूप के बारे में विचार-विमर्श करेंगे।,About this Course This course is presented in both English and Hindi. Videos will feature Hindi subtitles. This course offers an overview of contemporary India and explores its role as one of the dominant economic and military powers of Asia. We begin with a discussion on India as a multilingual society.  The entire course will be available in both English and Hindi. The central focus of the course is an examination of contemporary issues in India. This includes perspectives on how Indian culture and language are being affected by the boom in technology: sections on politics and nationalism; economics and the implications of recent moves toward liberalisation of the economy; and security international relations and regionalism. In addition we will examine India’s role in South Asian politics and current issues relating to its regional neighbours in Asia. The aim of the course is to provide students with a comprehensive and wide-ranging overview of India in order that they may better understand its role in the world. यह पाठ्यक्रम हमें आधुनिक भारत के बारे में एक संक्षिप्त विवरण देता है। और उसके साथ यह भी दर्शाता है कि किस तरह से भारत आज ऐशिया का एक प्रभावशाली आर्थिक और सैन्य सत्ता बन गया है। शुरु में हम भारत के बहुभाषी समाज पर चर्चा करेंगे। यह पाठ्यक्रम दोनों हिन्दी और अंग्रेज़ी में उपलब्ध होगा। इस पाठ्यक्रम का केंद्र बिन्दू भारत के समकालीन मुद्दों का विश्लेशण करना है। इस में भिन्न- भिन्न दृष्टिकोणों से विचार प्रस्तुत किये जायेंगे कि भारतीय संस्कृतियाँ और भाषाएँ किस तरह से टेक्नोलोजी में आई तेज़ी से प्रभावित हुईं हैं। इसके अलावा हम इन विषयों के बारे में बातचीत करेंगे: राजनीति और राष्ट्रीयवाद अर्थशास्त्र और अर्थव्यवस्था के उदारीकरण से हुये परिवर्तन का असर सुरक्षा भारत की विदेश नीति और क्षेत्रवाद। इन सब के साथ हम यह भी देखेंगे कि दक्षिण एशिया की राजनीति में भारत ने क्या भूमिका निभाई है और उसके पड़ोसी देशों के संबंध में विचार करेंगे। इस पाठ्यक्रम का उद्देश्य है विद्यार्थियों को भारत के बारे में विस्तृत जानकारी देना ताकि वे ज़्यादा अच्छी तरह से भारत और विश्व में भारत की भूमिका को समझ सकें।,https://www.edx.org/course/anux/anux-anu-india1x-engaging-india-1376,http://www.youtube.com/watch?v=h2p20wDbr_Y,2014-04-29,1,https://www.edx.org/sites/default/files/course/image/tile/india_262x136_verified.jpg,N/A,https://edx.org/,0,English,yes, ANUx,2014-04-17
8,SNU216B.226.1x: International Politics in the Korean Peninsula Part 1,An introduction to archetypes of politics and contemporary issues of the inter-Korean relationship.,About this Course Course videos are presented in Korean with English subtitles. International Politics in the Korean Peninsula reviews several archetypes of politics and introduces contemporary issues of the inter-Korean relationship. Video lectures will be in Korean with English subtitles. Discussions quizzes and other course content will be in English. This course is the first part of International Politics in the Korean Peninsula; the second part will start this Fall. The course is introduced with two cases where politics brought tragedies: the hyper-inflation in Zimbabwe and the political idolization in North Korea. These two cases provide a good answer to why we study politics. The central content of the course is organized into two modules. First it will start with several chapters from Records of the Grand Historian (Chinese: 史記) Plutarch's Lives and History of the Three Kingdoms (한국어: 삼국사기; Chinese: 三國史記) to find out four archetypes of politics: value creation/distribution in a political entity conflict and cooperation among political entities development and maintenance of an identity in a political entity and leadership selection in an entity. The second module of the course will link the four archetypes of politics with contemporary issues of inter-Korean politics and political events in North Korea. These issues will include the Korean Crisis in 2012 the arms race between the two Koreas the power succession and the simultaneous (nuclear and economic) build-up strategy in North Korea and upcoming political events. The main course image is copyright © 2013 Seoul National University News.,https://www.edx.org/course/snux/snux-snu216b-226-1x-international-1515,N/A,2014-04-01,8,https://www.edx.org/sites/default/files/course/image/tile/koren_peninsula_course_tile262x136.jpg,N/A,https://edx.org/,0,English,yes, SNUx,2014-04-17
9,SNU034.005.1x: Introductory Physics — Part 1: Mechanics and Waves,Grasp physics from everyday experience. This course covers the basics of Newtonian mechanics including oscillations and wave phenomena.,About this Course Course videos are presented in Korean with English subtitles. Physics is considered as one of the most difficult subjects in science. Often physics lectures are flooded with heavy formulae including calculus. In this course efforts have been made to help students feel physics in addition to learning. Using minimal algebra without calculus most of the key concepts in classical mechanics have been explained. Various real physics demonstrations also help students to grasp physics from everyday experience. 034.005-1x is the first part of “Introductory Physics (034.005)” which is taught to the first year undergraduate students of Seoul National University. The course covers the basics of Newtonian mechanics including oscillations and wave phenomena. The second part focusing on fluid dynamics and thermal physics will be offered in Fall of 2014.,https://www.edx.org/course/snux/snux-snu034-005-1x-introductory-physics-1504,N/A,2014-04-01,7,https://www.edx.org/sites/default/files/course/image/tile/snux_intro-physics_course_tile262x136.jpg,N/A,https://edx.org/,0,English,yes, SNUx,2014-04-17
10,AUTONAVx: Autonomous Navigation for Flying Robots,In this course we will introduce the basic concepts for autonomous navigation with quadrotors including topics such as probabilistic state estimation linear control and path planning.,About this Course In recent years flying robots such as miniature helicopters or quadrotors have received a large gain in popularity. Potential applications range from aerial filming over remote visual inspection to automatic 3D reconstruction of buildings. Navigating a quadrotor manually requires a skilled pilot and constant concentration. Therefore there is a strong scientific interest to develop solutions that enable quadrotors to fly autonomously and without constant human supervision. This is a challenging research problem because the payload of a quadrotor is uttermost constrained and so both the quality of the onboard sensors and the available computing power is strongly limited. In this course we will introduce the basic concepts for autonomous navigation for quadrotors including topics such as probabilistic state estimation linear control and path planning. You will learn how to infer the position of the quadrotor from its sensor readings how to navigate along a series of waypoints and how to plan collision free trajectories. The course consists of a series of weekly lecture videos that we be interleaved by interactive quizzes and hands-on programming tasks. The programming exercises will require you to write small code snippets in Python to make a quadrotor fly in simulation. This course is intended for graduate students in computer science electrical engineering or mechanical engineering. The course is based on the TUM lecture “Visual Navigation for Flying Robots” which received the TUM TeachInf best lecture award in 2012 and 2013. The course website from last year (including lecture videos and course syllabus) can be found here: http://vision.in.tum.de/teaching/ss2013/visnav2013,https://www.edx.org/course/tumx/tumx-autonavx-autonomous-navigation-1658,http://www.youtube.com/watch?v=XkVFLyeaIIo,2014-05-06,8,https://www.edx.org/sites/default/files/course/image/tile/autonav-verified-262x136.jpg,N/A,https://edx.org/,0,English,yes, TUMx,2014-04-17
